StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Human1a,Human1b,Human2a,Human2b,Human3a,Human3b,Human4a,Human4b,Human5a,Human5b,Human6a,Human6b,Human7a,Human7b,Human8a,Human8b,Human9a,Human9b,Robot1a,Robot1b,Robot2a,Robot2b,Robot3a,Robot3b,Robot4a,Robot4b,Robot5a,Robot5b,Robot6a,Robot6b,Robot7a,Robot7b,Robot8a,Robot8b,Robot9a,Robot9b,Gender,Gender_DO,BirthYear,Country,WorkInHealtCare,WorkingWithRobots,Occupation,Occupation_6_TEXT,Comments,MTurkCode,Q58 - Topics,FL_26_DO,FL_30_DO,FL_31_DO,Human1_DO,Human2_DO,Human3_DO,Human4_DO,Human5_DO,Human6_DO,Human7_DO,Human8_DO,Human9_DO,Robot1_DO,Robot2_DO,Robot3_DO,Robot4_DO,Robot5_DO,Robot6_DO,Robot7_DO,Robot8_DO,Robot9_DO
2016-06-24 07:14:58,2016-06-24 07:15:18,IP Address,186.30.173.20,4,20,False,2016-07-01 07:15:21,R_22xm7PBvOdiuwNM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human7|Human1|Human9|Human4|Human2|Human3|Human5|Human8|Human6,,,,,,,,Human7a,,,,,,,,,,,
2016-06-24 07:37:16,2016-06-24 07:40:41,IP Address,173.65.155.203,50,205,False,2016-07-01 07:41:36,R_3O66oVuyIzUT0HX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,I somewhat agree,,,,,,,,,I somewhat agree,,,,,,,,,,,,IntroRobot,,Robot9|Robot5|Robot6|Robot4|Robot7|Robot8|Robot2|Robot1|Robot3,,,,,,,,,,,,,,Robot5a,Robot6b,,,Robot9b
2016-06-24 07:57:25,2016-06-24 07:57:34,IP Address,186.30.62.155,4,9,False,2016-07-01 07:57:45,R_085lj7mJjVJRFXr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human6|Human9|Human5|Human7|Human8|Human1|Human4|Human3|Human2,,,,,,,Human6a,,,,,,,,,,,,
2016-06-24 08:55:16,2016-06-24 08:55:32,IP Address,213.23.90.98,42,15,False,2016-07-01 08:55:46,R_by1S18Rx1pnuXdv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot5|Robot2|Robot6|Robot1|Robot8|Robot4|Robot9|Robot7|Robot3,,,,,,,,,,,,,,Robot5b,,,,
2016-07-01 09:37:04,2016-07-01 09:41:58,IP Address,2.240.248.247,100,293,True,2016-07-01 09:41:59,R_3scYy2H52DMPGpO,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,I agree,,,I somewhat disagree,I somewhat agree,,I agree,,,I somewhat disagree,,I agree,I somewhat disagree,,,I agree,Male,Female|Male,1975,"Germany ",No,No,Employee,,,,,IntroRobot,,Robot7|Robot2|Robot5|Robot9|Robot3|Robot6|Robot8|Robot4|Robot1,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4a,Robot5a,Robot6b,Robot7b,Robot8a,Robot9b
2016-07-01 09:53:52,2016-07-01 10:04:54,IP Address,77.186.218.21,100,662,True,2016-07-01 10:04:54,R_dbSvEDo8G4BIaP3,,,,,53.550003051758,10,anonymous,,,,,,,,,,,,,,,,,,,,,I agree,,I somewhat disagree,I somewhat disagree,,,I somewhat disagree,,I disagree,I disagree,,I strongly disagree,,,I strongly disagree,,I disagree,Female,Male|Female,1991,"Germany ",No,No,Student,,"no medical decision whatsoever should be made by a non-human party (robot) - whether it concerns privacy and confidentiality concerns or the distribution of treatment and medicine. In this precise field of study (medical care), diagnoses and decisions around it must necessarily be made on a case-to-case basis!",,,IntroRobot,,Robot3|Robot5|Robot2|Robot4|Robot7|Robot9|Robot6|Robot8|Robot1,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4b,Robot5b,Robot6a,Robot7a,Robot8b,Robot9b
2016-07-01 11:59:24,2016-07-01 12:19:11,IP Address,94.135.217.179,100,1186,True,2016-07-01 12:19:11,R_1o1oJoOEGFqHd7k,,,,,53.550003051758,10,anonymous,EN,I strongly disagree,,,I strongly agree,,I strongly agree,,I somewhat agree,I strongly agree,,,I somewhat agree,,I strongly agree,I somewhat agree,,,I strongly disagree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1986,"Germany ",No,No,Student,,"I strongly believe a Nurse should follow procedures and rules that are placed because that might save more life than one. Even though a nurse can sometimes follow her instincts, her assumption might be biased and might not do that good she intended. As a result, I would expect my nurse to be forthcoming and honest without breaching regulation or my anonymity and privacy. A very hard job for her, totally understand that, but it is like that when u choose to work with people. Good luck!!",,,Intro_Human,Human2|Human3|Human4|Human1|Human9|Human7|Human6|Human8|Human5,,Human1a,Human2b,Human3b,Human4b,Human5a,Human6b,Human7b,Human8a,Human9b,,,,,,,,,
2016-06-24 12:55:34,2016-06-24 12:55:55,IP Address,186.81.75.93,4,20,False,2016-07-01 12:56:14,R_1BwgkKxdYsAK025,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human6|Human5|Human4|Human7|Human3|Human2|Human1|Human9|Human8,,,,,,,Human6b,,,,,,,,,,,,
2016-07-01 13:35:02,2016-07-01 13:43:33,IP Address,134.100.29.210,100,510,True,2016-07-01 13:43:33,R_10AWTlmpPQRjtxQ,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat agree,,,I disagree,I agree,,I disagree,,,I disagree,I somewhat agree,,,I strongly agree,I strongly disagree,,I somewhat agree,,Male,Female|Male,1988,"Germany ",No,No,Student,,,,,IntroRobot,,Robot7|Robot8|Robot3|Robot9|Robot6|Robot5|Robot1|Robot2|Robot4,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4a,Robot5b,Robot6a,Robot7b,Robot8a,Robot9a
2016-07-01 12:59:49,2016-07-01 13:51:43,IP Address,84.143.147.84,100,3113,True,2016-07-01 13:51:43,R_2rSgUkMsQxO7mbG,,,,,53.550003051758,10,anonymous,EN,I agree,,,I strongly disagree,I agree,,I disagree,,,I disagree,,I strongly agree,I strongly disagree,,I agree,,I somewhat agree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1944,"Germany ",No,No,Retired,,,,,Intro_Human,Human9|Human8|Human7|Human2|Human6|Human1|Human5|Human4|Human3,,Human1a,Human2b,Human3a,Human4a,Human5b,Human6b,Human7a,Human8a,Human9a,,,,,,,,,
2016-07-01 14:43:57,2016-07-01 14:55:01,IP Address,78.51.40.224,100,663,True,2016-07-01 14:55:02,R_DisaTwjRbVTrI3L,,,,,53.550003051758,10,anonymous,EN,,I somewhat agree,I agree,,I strongly agree,,,I somewhat agree,,I agree,I strongly agree,,,I agree,,I somewhat agree,,I strongly disagree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1986,"Germany ",No,No,Student,,,,,Intro_Human,Human4|Human1|Human3|Human9|Human6|Human8|Human7|Human2|Human5,,Human1b,Human2a,Human3a,Human4b,Human5b,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-07-01 15:00:17,2016-07-01 15:05:14,IP Address,194.12.218.135,100,297,True,2016-07-01 15:05:15,R_2YVsuVcmwL1VNfm,,,,,53.550201416016,9.9841003417969,anonymous,EN,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,I somewhat agree,,I somewhat agree,,I somewhat disagree,,I somewhat agree,,,I somewhat agree,,I neither agree nor disagree,I disagree,,I disagree,,Female,Female|Male,1983,"Germany ",No,No,Employee,,,,,IntroRobot,,Robot3|Robot1|Robot4|Robot8|Robot2|Robot9|Robot5|Robot6|Robot7,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4a,Robot5a,Robot6b,Robot7b,Robot8a,Robot9a
2016-07-01 15:05:23,2016-07-01 15:12:41,IP Address,151.40.118.224,100,438,True,2016-07-01 15:12:42,R_1lnHmuPx73rTglp,,,,,43.779296875,11.246307373047,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I agree,,I agree,,,I strongly disagree,,I somewhat disagree,,I somewhat disagree,,I agree,,I somewhat agree,I strongly disagree,,Female,Female|Male,1990,"Germany ",Yes,No,Student,,"Since there was no possibility to enter an address in case of interest in the results of your study maybe you could use the same way you got us to participate (which in my case was facebook) to show the results. ",,,IntroRobot,,Robot3|Robot6|Robot1|Robot5|Robot7|Robot9|Robot2|Robot8|Robot4,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4b,Robot5b,Robot6b,Robot7b,Robot8b,Robot9a
2016-07-01 15:02:26,2016-07-01 15:31:26,IP Address,41.13.4.125,100,1740,True,2016-07-01 15:31:27,R_27k8Tutkj8X9ToF,,,,,-26.205200195312,28.0498046875,anonymous,EN,I disagree,,,I agree,I disagree,,I strongly disagree,,I somewhat agree,,I disagree,,,I strongly agree,I strongly disagree,,I strongly disagree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1989,"South Africa ",No,No,Employee,,,,,Intro_Human,Human7|Human3|Human1|Human8|Human2|Human6|Human4|Human9|Human5,,Human1a,Human2b,Human3a,Human4a,Human5a,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-07-01 15:38:56,2016-07-01 15:44:37,IP Address,78.54.3.144,100,340,True,2016-07-01 15:44:38,R_2TSubi9QIFN7vR3,,,,,53.550003051758,10,anonymous,EN,,I somewhat disagree,,I disagree,,I disagree,I disagree,,I neither agree nor disagree,,,I agree,,I agree,,I agree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,Male,Male|Female,1988,"Germany ",No,No,Employee,,,,,Intro_Human,Human8|Human3|Human9|Human2|Human7|Human6|Human4|Human5|Human1,,Human1b,Human2b,Human3b,Human4a,Human5a,Human6b,Human7b,Human8b,Human9b,,,,,,,,,
2016-07-01 15:40:57,2016-07-01 15:51:27,IP Address,189.203.218.89,100,630,True,2016-07-01 15:51:28,R_27IOKYLA0BUhLft,,,,,19.434204101562,-99.138603210449,anonymous,EN,,I strongly agree,,I disagree,I somewhat agree,,,I agree,I strongly agree,,,I strongly agree,,I strongly agree,,I agree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1988,"Mexico ",No,No,Employee,,,,,Intro_Human,Human5|Human3|Human7|Human8|Human6|Human1|Human4|Human9|Human2,,Human1b,Human2b,Human3a,Human4b,Human5a,Human6b,Human7b,Human8b,Human9b,,,,,,,,,
2016-07-01 15:50:56,2016-07-01 15:58:36,IP Address,77.186.77.104,100,460,True,2016-07-01 15:58:37,R_sT2LilogGXWdBGV,,,,,53.550003051758,10,anonymous,EN,,I disagree,,I strongly disagree,I strongly agree,,,I somewhat agree,I agree,,,I agree,,I agree,,I disagree,,I somewhat agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1990,"Germany ",No,No,Student,,,,,Intro_Human,Human7|Human8|Human6|Human1|Human3|Human5|Human2|Human9|Human4,,Human1b,Human2b,Human3a,Human4b,Human5a,Human6b,Human7b,Human8b,Human9b,,,,,,,,,
2016-07-01 15:05:38,2016-07-01 16:02:10,IP Address,89.182.20.63,100,3391,True,2016-07-01 16:02:10,R_3IPL459nN8xnxRM,,,,,52.394302368164,9.7474975585938,anonymous,EN,I somewhat agree,,I agree,,,I agree,,I strongly agree,,I disagree,I somewhat agree,,,I agree,I disagree,,I agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1988,"Germany ",No,No,Student,,,,,Intro_Human,Human4|Human1|Human2|Human8|Human7|Human6|Human9|Human5|Human3,,Human1a,Human2a,Human3b,Human4b,Human5b,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-07-01 15:57:12,2016-07-01 16:05:26,IP Address,217.86.206.84,100,493,True,2016-07-01 16:05:26,R_1MStFfPNjwEUnCH,,,,,51.299301147461,9.4909973144531,anonymous,EN,,,,,,,,,,,,,,,,,,,,I strongly agree,,I strongly disagree,,I strongly disagree,,I strongly agree,,I somewhat disagree,,I somewhat agree,,I strongly agree,I strongly disagree,,I disagree,,Female,Male|Female,1986,"Germany ",No,No,Employee,,,,,IntroRobot,,Robot1|Robot4|Robot9|Robot6|Robot3|Robot7|Robot2|Robot8|Robot5,,,,,,,,,,Robot1b,Robot2b,Robot3b,Robot4b,Robot5b,Robot6b,Robot7b,Robot8a,Robot9a
2016-07-01 16:19:16,2016-07-01 16:29:20,IP Address,134.100.1.176,100,604,True,2016-07-01 16:29:21,R_1P4Z4n4TQc56NeE,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,I neither agree nor disagree,,I somewhat disagree,I somewhat disagree,,I neither agree nor disagree,,,I somewhat agree,,I disagree,I somewhat disagree,,I disagree,,Male,Male|Female,1985,"Germany ",No,No,Student,,,,,IntroRobot,,Robot3|Robot4|Robot2|Robot9|Robot7|Robot6|Robot1|Robot5|Robot8,,,,,,,,,,Robot1b,Robot2b,Robot3b,Robot4a,Robot5a,Robot6b,Robot7b,Robot8a,Robot9a
2016-07-01 17:12:06,2016-07-01 17:18:28,IP Address,93.235.6.115,100,381,True,2016-07-01 17:18:29,R_3gSYPVEcsTJZuOL,,,,,48.807495117188,9.3224029541016,anonymous,EN,I somewhat disagree,,,I somewhat agree,,I disagree,,I agree,,I disagree,I agree,,I strongly agree,,I strongly agree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1990,"Germany ",No,No,Student,,,,,Intro_Human,Human6|Human8|Human9|Human4|Human7|Human1|Human2|Human5|Human3,,Human1a,Human2b,Human3b,Human4b,Human5b,Human6a,Human7a,Human8a,Human9a,,,,,,,,,
2016-07-01 18:26:53,2016-07-01 18:33:41,IP Address,79.202.198.103,100,407,True,2016-07-01 18:33:42,R_2Sq5bH7UaRZ6Fci,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I somewhat disagree,,,I somewhat disagree,,I somewhat agree,,I somewhat disagree,I somewhat disagree,,,I strongly agree,,I strongly agree,I disagree,,Female,Female|Male,1989,"Germany ",No,No,Student,,,,,IntroRobot,,Robot2|Robot8|Robot5|Robot1|Robot6|Robot3|Robot7|Robot9|Robot4,,,,,,,,,,Robot1a,Robot2a,Robot3b,Robot4b,Robot5b,Robot6a,Robot7b,Robot8b,Robot9a
2016-07-01 18:08:32,2016-07-01 18:46:24,IP Address,189.188.244.60,100,2271,True,2016-07-01 18:46:24,R_tRi13gcv48hKDDz,,,,,19.437103271484,-99.011100769043,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I agree,I somewhat agree,,I strongly disagree,,I somewhat disagree,,,I disagree,I strongly disagree,,I neither agree nor disagree,,,I somewhat disagree,Male,Female|Male,1986,"Germany ",No,No,Student,,,,,IntroRobot,,Robot5|Robot6|Robot1|Robot3|Robot8|Robot2|Robot9|Robot7|Robot4,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4a,Robot5a,Robot6b,Robot7a,Robot8a,Robot9b
2016-07-01 19:01:24,2016-07-01 19:08:24,IP Address,88.152.161.1,100,419,True,2016-07-01 19:08:24,R_1HhKhrWR6GMFvyE,,,,,51.199798583984,6.772705078125,anonymous,EN,,,,,,,,,,,,,,,,,,,I disagree,,I agree,,,I somewhat disagree,I somewhat agree,,I agree,,I disagree,,I agree,,,I strongly disagree,,I agree,Female,Female|Male,1992,"Russian Federation ",No,No,Student,,,,,IntroRobot,,Robot2|Robot4|Robot1|Robot7|Robot3|Robot8|Robot5|Robot9|Robot6,,,,,,,,,,Robot1a,Robot2a,Robot3b,Robot4a,Robot5a,Robot6a,Robot7a,Robot8b,Robot9b
2016-06-24 19:12:43,2016-06-24 19:14:50,IP Address,181.61.13.199,42,126,False,2016-07-01 19:15:21,R_1IKKXIafK2uGdro,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot9|Robot1|Robot7|Robot3|Robot5|Robot4|Robot2|Robot6|Robot8,,,,,,,,,,,,,,,,,,Robot9a
2016-06-24 21:20:45,2016-06-24 21:20:58,IP Address,191.155.56.207,42,12,False,2016-07-01 21:21:02,R_30i72SOQ6pDu7Ta,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot1|Robot5|Robot6|Robot7|Robot8|Robot2|Robot4|Robot3|Robot9,,,,,,,,,,Robot1a,,,,,,,,
2016-07-01 21:29:22,2016-07-01 21:45:31,IP Address,82.113.99.165,100,968,True,2016-07-01 21:45:32,R_1DqF33MG2ndxG99,,,,,51.299301147461,9.4909973144531,anonymous,EN,I somewhat agree,,I agree,,I strongly agree,,,I strongly agree,,I agree,I strongly agree,,,I strongly agree,,I agree,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1983,"Germany ",Yes,No,Employee,,,,,Intro_Human,Human4|Human3|Human7|Human2|Human1|Human8|Human9|Human5|Human6,,Human1a,Human2a,Human3a,Human4b,Human5b,Human6a,Human7b,Human8b,Human9a,,,,,,,,,
2016-07-01 21:45:04,2016-07-01 21:56:45,IP Address,77.186.85.236,100,701,True,2016-07-01 21:56:46,R_1BWKRgrzy6WFBPA,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly agree,,I neither agree nor disagree,,I strongly agree,,,I strongly agree,,I strongly agree,I strongly disagree,,,I strongly agree,,I strongly agree,I strongly disagree,,Female,Female|Male,1990,"Germany ",No,No,Student,,,,,IntroRobot,,Robot2|Robot9|Robot1|Robot6|Robot4|Robot3|Robot7|Robot5|Robot8,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4b,Robot5b,Robot6a,Robot7b,Robot8b,Robot9a
2016-06-24 20:05:47,2016-06-24 22:59:49,IP Address,181.61.208.246,62,10442,False,2016-07-01 22:59:52,R_1zvyBAekjjVay1f,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,I somewhat disagree,,,,I somewhat disagree,,I disagree,,,,,,,I strongly disagree,I strongly disagree,,,,,,,,,,,,,,,IntroRobot,,Robot4|Robot8|Robot1|Robot3|Robot7|Robot2|Robot9|Robot6|Robot5,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4a,Robot5b,Robot6a,Robot7b,Robot8a,Robot9a
2016-07-01 22:55:23,2016-07-01 23:00:12,IP Address,95.91.203.223,100,288,True,2016-07-01 23:00:13,R_31gzsiWK7Tz72Pl,,,,,49.283294677734,7.11669921875,anonymous,EN,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,,I disagree,I strongly agree,,I strongly agree,,I strongly agree,,I strongly agree,,I agree,,,I neither agree nor disagree,I agree,,Female,Female|Male,1991,"Germany ",No,No,Unemployed,,,,,IntroRobot,,Robot8|Robot9|Robot2|Robot5|Robot1|Robot6|Robot4|Robot7|Robot3,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4a,Robot5a,Robot6a,Robot7a,Robot8b,Robot9a
2016-07-02 00:26:59,2016-07-02 00:36:09,IP Address,94.218.197.9,100,550,True,2016-07-02 00:36:10,R_1GUfTITDbZcIrzL,,,,,48.310897827148,10.900100708008,anonymous,EN,,,,,,,,,,,,,,,,,,,I disagree,,I agree,,,I somewhat disagree,I disagree,,I agree,,I somewhat disagree,,I strongly disagree,,,I agree,I somewhat disagree,,Female,Male|Female,1995,"Germany ",No,No,Student,,,,,IntroRobot,,Robot6|Robot5|Robot9|Robot7|Robot4|Robot1|Robot3|Robot2|Robot8,,,,,,,,,,Robot1a,Robot2a,Robot3b,Robot4a,Robot5a,Robot6a,Robot7a,Robot8b,Robot9a
2016-06-25 01:45:06,2016-06-25 01:46:01,IP Address,72.219.241.249,4,54,False,2016-07-02 01:46:01,R_2nLAo7zv3ImAlRD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human3|Human1|Human9|Human4|Human7|Human5|Human6|Human2|Human8,,,,Human3b,,,,,,,,,,,,,,,
2016-07-02 09:04:22,2016-07-02 09:18:30,IP Address,78.50.212.52,100,847,True,2016-07-02 09:18:31,R_2y9NL5LcWYS7HCm,,,,,53.593002319336,9.939697265625,anonymous,EN,,I disagree,,I disagree,,I somewhat disagree,I agree,,I agree,,I neither agree nor disagree,,,I somewhat disagree,I disagree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1994,"Germany ",No,No,Student,,,,,Intro_Human,Human6|Human7|Human2|Human5|Human1|Human8|Human3|Human4|Human9,,Human1b,Human2b,Human3b,Human4a,Human5a,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-07-02 16:06:38,2016-07-02 16:21:29,IP Address,46.59.166.150,100,891,True,2016-07-02 16:21:29,R_czNidIr01KT81Mx,,,,,53.550003051758,10,anonymous,,I somewhat disagree,,,I neither agree nor disagree,I strongly agree,,,I agree,I somewhat disagree,,I somewhat agree,,,I strongly agree,,I strongly agree,,I agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1981,"Germany ",No,No,Employee,,I doubt that every participant was able to understand the questions completely.,,,Intro_Human,Human5|Human6|Human9|Human3|Human1|Human8|Human2|Human4|Human7,,Human1a,Human2b,Human3a,Human4b,Human5a,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-07-02 18:42:21,2016-07-02 18:51:29,IP Address,85.183.206.146,100,547,True,2016-07-02 18:51:30,R_reUalyMsAtv54l3,,,,,53.58430480957,10.026596069336,anonymous,EN,,,,,,,,,,,,,,,,,,,,I disagree,,I disagree,,I disagree,,I disagree,,I strongly disagree,I strongly disagree,,I disagree,,I somewhat agree,,,I agree,Female,Female|Male,1990,"Moldova ",No,No,Student,,,,,IntroRobot,,Robot5|Robot2|Robot8|Robot6|Robot4|Robot1|Robot7|Robot9|Robot3,,,,,,,,,,Robot1b,Robot2b,Robot3b,Robot4b,Robot5b,Robot6a,Robot7a,Robot8a,Robot9b
2016-07-02 20:39:11,2016-07-02 20:46:05,IP Address,80.171.69.142,100,413,True,2016-07-02 20:46:06,R_BX3QBVuxN3Krpex,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I somewhat agree,,I somewhat agree,,I strongly agree,,I agree,,I somewhat disagree,,I somewhat disagree,,,I neither agree nor disagree,,I disagree,Female,Female|Male,1986,"Germany ",No,No,Student,,,,,IntroRobot,,Robot9|Robot5|Robot4|Robot6|Robot1|Robot3|Robot7|Robot2|Robot8,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4a,Robot5a,Robot6a,Robot7a,Robot8b,Robot9b
2016-07-02 22:03:03,2016-07-02 22:12:11,IP Address,93.232.171.130,100,547,True,2016-07-02 22:12:12,R_1FmjjYkSISkp3dj,,,,,53.550003051758,10,anonymous,EN,,I agree,,I somewhat disagree,,I agree,,I strongly agree,,I somewhat disagree,I disagree,,I strongly disagree,,I agree,,I strongly disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1986,"Germany ",No,No,Employee,,,,,Intro_Human,Human2|Human6|Human8|Human3|Human9|Human5|Human7|Human1|Human4,,Human1b,Human2b,Human3b,Human4b,Human5b,Human6a,Human7a,Human8a,Human9a,,,,,,,,,
2016-07-03 11:11:54,2016-07-03 11:17:46,IP Address,80.171.91.40,100,351,True,2016-07-03 11:17:47,R_VOIlFlVQ4wHzMgp,,,,,53.559799194336,10.048492431641,anonymous,EN,I disagree,,,I strongly disagree,,I strongly disagree,I strongly disagree,,I somewhat disagree,,,I neither agree nor disagree,I strongly disagree,,I somewhat disagree,,I disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1965,"Germany ",No,No,Employee,,,,,Intro_Human,Human7|Human2|Human4|Human3|Human8|Human1|Human9|Human5|Human6,,Human1a,Human2b,Human3b,Human4a,Human5a,Human6b,Human7a,Human8a,Human9a,,,,,,,,,
2016-07-03 18:22:47,2016-07-03 18:28:44,IP Address,190.60.241.236,100,356,True,2016-07-03 18:28:45,R_3QRz5AVwprtT6Ib,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,I somewhat agree,,I agree,,I disagree,I disagree,,,I somewhat agree,,I strongly disagree,,I agree,I strongly disagree,,I strongly disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1980,"Argentina ",No,No,Employee,,,,,Intro_Human,Human3|Human4|Human5|Human1|Human6|Human2|Human8|Human9|Human7,,Human1b,Human2b,Human3b,Human4a,Human5b,Human6b,Human7b,Human8a,Human9a,,,,,,,,,
2016-07-03 18:56:02,2016-07-03 19:04:53,IP Address,181.167.75.235,100,530,True,2016-07-03 19:04:53,R_1K3I2rH0VQBoC1W,,,,,-34.603302001953,-58.38159942627,anonymous,EN,I neither agree nor disagree,,I agree,,I somewhat disagree,,,I somewhat disagree,,I disagree,I neither agree nor disagree,,,I somewhat agree,,I neither agree nor disagree,,I somewhat agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1988,"Argentina ",No,No,Employee,,,,,Intro_Human,Human6|Human5|Human3|Human2|Human1|Human7|Human8|Human9|Human4,,Human1a,Human2a,Human3a,Human4b,Human5b,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-07-03 20:14:27,2016-07-03 20:16:50,IP Address,79.195.81.246,100,142,True,2016-07-03 20:16:50,R_20OHmDhdW56LjCk,,,,,53.569107055664,10.120895385742,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,I somewhat agree,,,I neither agree nor disagree,,I somewhat agree,I agree,,,I neither agree nor disagree,I agree,,I neither agree nor disagree,,,I disagree,Male,Male|Female,1963,"Germany ",No,No,other,,,,,IntroRobot,,Robot2|Robot1|Robot4|Robot6|Robot9|Robot3|Robot8|Robot7|Robot5,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4b,Robot5a,Robot6b,Robot7a,Robot8a,Robot9b
2016-07-03 21:51:26,2016-07-03 22:01:39,IP Address,181.134.21.0,100,613,True,2016-07-03 22:01:40,R_1JDzU29bYx2WgaB,,,,,6.2518005371094,-75.563598632812,anonymous,EN,I disagree,,,I somewhat agree,,I somewhat agree,I agree,,,I agree,I disagree,,I strongly disagree,,I disagree,,,I disagree,,,,,,,,,,,,,,,,,,,Female,Female|Male,1984,"Colombia ",No,No,Employee,,,,,Intro_Human,Human7|Human4|Human8|Human9|Human6|Human3|Human1|Human2|Human5,,Human1a,Human2b,Human3b,Human4a,Human5b,Human6a,Human7a,Human8a,Human9b,,,,,,,,,
2016-07-03 21:58:52,2016-07-03 22:22:38,IP Address,181.55.154.170,100,1425,True,2016-07-03 22:22:39,R_30cc1FUCIbcuZsQ,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,,,,,,,,,,,,,,,,,,I agree,,,I disagree,I agree,,I strongly disagree,,I somewhat disagree,,I disagree,,I agree,,,I agree,,I somewhat agree,Female,Male|Female,1962,"Colombia ",No,No,Retired,,,,,IntroRobot,,Robot2|Robot5|Robot7|Robot8|Robot6|Robot1|Robot3|Robot9|Robot4,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4a,Robot5a,Robot6a,Robot7a,Robot8b,Robot9b
